frame_idx,timestamp_sec,timestamp_nanosec,timestamp_total_sec,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,num_detected,num_matched,num_inliers,inlier_ratio,feature_survival_rate,feature_vel_mean,feature_vel_max,consecutive_low_inliers,failure_triggered_streak,window_low_inlier_pct,failure_triggered_window,rel_tx,rel_ty,rel_tz,rel_rot_deg
0,7,396000000,7.396000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,0,0,0.0000,0.0000,0.0000,0.0000,1,False,100.00,True,0.0,0.0,0.0,0.00
1,7,428000000,7.428000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0024,0.0135,2,False,100.00,True,0.0,0.0,0.0,0.00
2,7,460000000,7.460000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0148,3,False,100.00,True,0.0,0.0,0.0,0.00
3,7,492000000,7.492000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0098,4,False,100.00,True,0.0,0.0,0.0,0.00
4,7,528000000,7.528000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0024,0.0241,5,False,100.00,True,0.0,0.0,0.0,0.00
5,7,560000000,7.560000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0084,6,False,100.00,True,0.0,0.0,0.0,0.00
6,7,592000000,7.592000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0037,0.0113,7,False,100.00,True,0.0,0.0,0.0,0.00
7,7,624000000,7.624000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0094,8,False,100.00,True,0.0,0.0,0.0,0.00
8,7,660000000,7.660000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0066,9,False,100.00,True,0.0,0.0,0.0,0.00
9,7,692000000,7.692000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0020,0.0102,10,True,100.00,True,0.0,0.0,0.0,0.00
10,7,724000000,7.724000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0174,11,True,100.00,True,0.0,0.0,0.0,0.00
11,7,756000000,7.756000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0029,0.0191,12,True,100.00,True,0.0,0.0,0.0,0.00
12,7,792000000,7.792000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0019,0.0156,13,True,100.00,True,0.0,0.0,0.0,0.00
13,7,824000000,7.824000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0271,14,True,100.00,True,0.0,0.0,0.0,0.00
14,7,856000000,7.856000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0024,0.0131,15,True,100.00,True,0.0,0.0,0.0,0.00
15,7,888000000,7.888000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0017,0.0232,16,True,100.00,True,0.0,0.0,0.0,0.00
16,7,924000000,7.924000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0027,0.0135,17,True,100.00,True,0.0,0.0,0.0,0.00
17,7,956000000,7.956000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0023,0.0166,18,True,100.00,True,0.0,0.0,0.0,0.00
18,7,988000000,7.988000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0017,0.0110,19,True,100.00,True,0.0,0.0,0.0,0.00
19,8,20000000,8.020000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0025,0.0094,20,True,100.00,True,0.0,0.0,0.0,0.00
20,8,56000000,8.056000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0028,0.0209,21,True,100.00,True,0.0,0.0,0.0,0.00
21,8,88000000,8.088000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0090,22,True,100.00,True,0.0,0.0,0.0,0.00
22,8,120000000,8.120000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0036,0.0138,23,True,100.00,True,0.0,0.0,0.0,0.00
23,8,152000000,8.152000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0021,0.0086,24,True,100.00,True,0.0,0.0,0.0,0.00
24,8,188000000,8.188000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0004,0.0114,25,True,100.00,True,0.0,0.0,0.0,0.00
25,8,220000000,8.220000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0018,0.0095,26,True,100.00,True,0.0,0.0,0.0,0.00
26,8,252000000,8.252000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0026,0.0101,27,True,100.00,True,0.0,0.0,0.0,0.00
27,8,284000000,8.284000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0100,28,True,100.00,True,0.0,0.0,0.0,0.00
28,8,320000000,8.320000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0020,0.0145,29,True,100.00,True,0.0,0.0,0.0,0.00
29,8,352000000,8.352000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0028,0.0157,30,True,100.00,True,0.0,0.0,0.0,0.00
30,8,384000000,8.384000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0107,31,True,100.00,True,0.0,0.0,0.0,0.00
31,8,416000000,8.416000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0016,0.0111,32,True,100.00,True,0.0,0.0,0.0,0.00
32,8,452000000,8.452000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0027,0.0116,33,True,100.00,True,0.0,0.0,0.0,0.00
33,8,484000000,8.484000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0089,34,True,100.00,True,0.0,0.0,0.0,0.00
34,8,516000000,8.516000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0089,35,True,100.00,True,0.0,0.0,0.0,0.00
35,8,548000000,8.548000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0034,0.0152,36,True,100.00,True,0.0,0.0,0.0,0.00
36,8,584000000,8.584000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0023,0.0157,37,True,100.00,True,0.0,0.0,0.0,0.00
37,8,616000000,8.616000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0009,0.0150,38,True,100.00,True,0.0,0.0,0.0,0.00
38,8,648000000,8.648000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0017,0.0095,39,True,100.00,True,0.0,0.0,0.0,0.00
39,8,680000000,8.680000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0040,0.0132,40,True,100.00,True,0.0,0.0,0.0,0.00
40,8,716000000,8.716000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0003,0.0078,41,True,100.00,True,0.0,0.0,0.0,0.00
41,8,748000000,8.748000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0018,0.0088,42,True,100.00,True,0.0,0.0,0.0,0.00
42,8,780000000,8.780000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0025,0.0094,43,True,100.00,True,0.0,0.0,0.0,0.00
43,8,812000000,8.812000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,2000,0,0.0000,1.0000,0.0022,0.0102,44,True,100.00,True,0.0,0.0,0.0,0.00
