frame_idx,timestamp_sec,timestamp_nanosec,timestamp_total_sec,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,num_detected,num_matched,num_inliers,num_inliers_E,num_inliers_pose,num_inliers_H,inlier_ratio,feature_survival_rate,feature_vel_mean,feature_vel_max,mean_lk_err,consecutive_low_inliers,failure_triggered_streak,window_low_inlier_pct,failure_triggered_window,rel_tx,rel_ty,rel_tz,rel_rot_deg,eis_dt_ms,eis_crop_pct,eis_warp_deg,eis_cum_warp_deg,eis_gate_scale,eis_yaw_rate_deg,is_r_frame,num_active,num_pending,promotions_this_frame,bd_ratio
0,8,911000000,8.911000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1,False,100.00,True,0.0,0.0,0.0,0.00,175.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
1,8,944000000,8.944000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,2,False,100.00,True,0.0,0.0,0.0,0.00,142.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
2,8,977000000,8.977000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,3,False,100.00,True,0.0,0.0,0.0,0.00,109.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
3,9,10000000,9.010000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,4,False,100.00,True,0.0,0.0,0.0,0.00,76.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
4,9,43000000,9.043000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,5,False,100.00,True,0.0,0.0,0.0,0.00,43.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
5,9,76000000,9.076000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,6,False,100.00,True,0.0,0.0,0.0,0.00,10.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
6,9,109000000,9.109000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,7,False,100.00,True,0.0,0.0,0.0,0.00,7.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
7,9,142000000,9.142000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,8,False,100.00,True,0.0,0.0,0.0,0.00,5.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
8,9,175000000,9.175000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,9,False,100.00,True,0.0,0.0,0.0,0.00,15.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
9,9,208000000,9.208000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,10,True,100.00,True,0.0,0.0,0.0,0.00,16.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
10,9,241000000,9.241000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,11,True,100.00,True,0.0,0.0,0.0,0.00,17.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
11,9,274000000,9.274000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,12,True,100.00,True,0.0,0.0,0.0,0.00,11.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
12,9,307000000,9.307000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,13,True,100.00,True,0.0,0.0,0.0,0.00,17.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
13,9,340000000,9.340000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,14,True,100.00,True,0.0,0.0,0.0,0.00,16.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
14,9,373000000,9.373000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,15,True,100.00,True,0.0,0.0,0.0,0.00,16.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
15,9,406000000,9.406000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,16,True,100.00,True,0.0,0.0,0.0,0.00,13.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
16,9,439000000,9.439000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,17,True,100.00,True,0.0,0.0,0.0,0.00,20.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
17,9,472000000,9.472000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,18,True,100.00,True,0.0,0.0,0.0,0.00,5.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
18,9,505000000,9.505000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,19,True,100.00,True,0.0,0.0,0.0,0.00,24.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
19,9,538000000,9.538000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,20,True,100.00,True,0.0,0.0,0.0,0.00,7.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
20,9,571000000,9.571000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,21,True,100.00,True,0.0,0.0,0.0,0.00,8.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
21,9,604000000,9.604000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,22,True,100.00,True,0.0,0.0,0.0,0.00,14.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
22,9,637000000,9.637000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,23,True,100.00,True,0.0,0.0,0.0,0.00,16.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
23,9,670000000,9.670000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,24,True,100.00,True,0.0,0.0,0.0,0.00,17.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
24,9,703000000,9.703000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,25,True,100.00,True,0.0,0.0,0.0,0.00,13.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
25,9,736000000,9.736000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,26,True,100.00,True,0.0,0.0,0.0,0.00,20.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
26,9,769000000,9.769000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,27,True,100.00,True,0.0,0.0,0.0,0.00,3.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
27,9,802000000,9.802000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,28,True,100.00,True,0.0,0.0,0.0,0.00,3.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
28,9,835000000,9.835000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,29,True,100.00,True,0.0,0.0,0.0,0.00,10.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
29,9,868000000,9.868000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,30,True,100.00,True,0.0,0.0,0.0,0.00,12.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
30,9,901000000,9.901000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,31,True,100.00,True,0.0,0.0,0.0,0.00,0.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
31,9,934000000,9.934000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,32,True,100.00,True,0.0,0.0,0.0,0.00,21.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
32,9,967000000,9.967000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,33,True,100.00,True,0.0,0.0,0.0,0.00,1.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
33,10,0,10.000000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,34,True,100.00,True,0.0,0.0,0.0,0.00,5.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
34,10,33000000,10.033000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,35,True,100.00,True,0.0,0.0,0.0,0.00,8.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
35,10,66000000,10.066000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,36,True,100.00,True,0.0,0.0,0.0,0.00,8.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
36,10,99000000,10.099000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,37,True,100.00,True,0.0,0.0,0.0,0.00,9.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
37,10,132000000,10.132000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,38,True,100.00,True,0.0,0.0,0.0,0.00,9.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
38,10,165000000,10.165000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,39,True,100.00,True,0.0,0.0,0.0,0.00,10.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
39,10,198000000,10.198000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,40,True,100.00,True,0.0,0.0,0.0,0.00,13.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
40,10,231000000,10.231000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,963,963,0,963,0,0,0.0000,1.0000,0.0000,0.0000,0.0000,41,True,100.00,True,0.0,0.0,0.0,0.00,14.0000,0.00,0.0000,0.0000,1.0000,0.0000,0,963,0,0,0.000000
